publishedAt,authorDisplayName,textDisplay,likeCount
2023-10-04T23:33:54Z,@gabraschanel,Sbnernya untuk persaingan dagang produk dlm negri sndiri sih gk jd masalah bisa bersaing satu sama lain. Tp klo dah barang&quot; inport merajalela di tiktok tentu itu yang merusak harga pasarr..,0
2023-10-04T21:56:53Z,@martintanjung5540,"Jangan samain buat simulator pesawat terbang, hyper ledger ama produksi consumer electronics... FWIIW, 2 di awal kami ngurusin semacam begituan... Masa kualitas staf khusus cem gini... UMKM yg dimaksud, UMKM mana dulu? Pedagang atau produsen? Kl pedagang wajar kalah, kalah cepat interaksi konsumen... Kl produsen jelas kalah saing... Tingkat pendidikan dan ragam pendidikan yg gak memadai (kebanyakan di Indonesia lulusan jurusan sosial/ humaniora) sampai harga energi yg mahal... Belum lagi pungli wereng coklat...",0
2023-10-04T14:04:19Z,@aanclaw4019,Mbaknya pewancara pro tiktok,0
2023-10-04T13:34:50Z,@kecilsedangbesar8818,HAPUS SAJA TIK TOK,1
2023-10-04T11:50:39Z,@MaeAgus,Pdhl tiktok paling terpercaya.  Kalow belanja onlen . Barang nya bagus&quot; 🥹,0
2023-10-04T11:32:54Z,@solihunsolihun5539,Perdagangan bebasnya mana,0
2023-10-04T10:53:06Z,@chalvin3092,"Gini bapa2 pemimpin yaa , ini sudah di bilang memutus salah satu cara mereka mencari makan orang2 yng menggunakan platfom ini ya , dan harus nya jika ingin di tutup dari pihak pemerintah harus ada solusi dan saran selain di platform tsb agar masih bisa mencari nafkah , di mana ada yng nama nya meurut kalian kebijakan harus ada solusi jga pak .",0
2023-10-04T10:46:08Z,@muhammadbahribahri2451,"Tutup ratakan saja semua belanja online, ke gofood jg, jgn cuma 1",0
2023-10-04T08:52:41Z,@rickowijaya8618,yg jualan d tiktok ad juga kali yg pnggiat UMKM. <br>hmm.. Kaya ny ad yg tdk beres ini..gk bsa makan duit rakyat kali y klo semua pd blanja d tiktok.,0
2023-10-04T08:02:18Z,@trinitywahyu8740,Bukan cuma tiktok tapi facebook juga byk yg jualan live. Kontrolx bgm?,0
2023-10-04T05:36:44Z,@sunsmusic.5794,"Manis bener bahasa menjaga umkm, palingan ngelobby tiktok shop buat bayar upeti tapi mereka gak mau makanya ditutup, udah deh tinggal dicari cari aja poin buruk nya buat ngebodohin masyarakat wkwkwk",0
2023-10-04T05:29:39Z,@RizalArsad,"📢📢📢 Baca baik baik,  kita sebenarnya sedang di tekan sekeras kerasnya dengan segala cara untuk menurunkan ekonomi kita, agar masyarakat awam benar benar terpuruk dalam ekonomi, dan itu hanya demi kepentingan politik dan pribadi para pejabat negara, agar mudah melakukan pencitraan dimana mana,  ya pasti ngerti lah kalian 😮😮😮😅",1
2023-10-04T03:00:17Z,@fromstory3837,"Pliss gara gara tiktok keluarga saya ada yang cerai akibat kenalan di tiktok. Terus ibu saya beli di tiktok shop setiap hari, bikin ayah saya marah karena beli yang tidak karuan. Plis blokir tiktok",0
2023-10-04T02:28:23Z,@user-yt2cx9bb4i,saya setuju sekali  mantap sejahterakan rakyat indonesia dengan mendukung  produk  indonesia,1
2023-10-04T02:26:52Z,@ariandi6730,Di dalam tiktok itu ya UKM,0
2023-10-04T01:54:02Z,@agielnurfaizin3256,"Coba aja kalo harga di toko bisa sebanding sama harga di tiktok, pasti ramai tu toko",0
2023-10-04T01:27:49Z,@TorraBudianto,woi2 yg punya tik tok itu China kok kalian yg ribut kalian waras👻👻👻👻,0
2023-10-04T00:06:22Z,@kotakhadiah6584,"Dan nyatnanya banyak banget seller yg kehilangan lapakny setelah di tutup. Bukan cuma seller tt ,saya sbg kurir aja juga ngrasain dampaknya.karna paket yg tadiinya banyak.sekarang menyusut.otomatis pendapatan saya juga ikut berkurang.",0
2023-10-03T18:35:29Z,@user-er8rx1me2m,"Kenapa barang yg di impor gk di blokir pak , kan masalahnya adalah barang yang di jual , bukan sistem jualannya",0
2023-10-03T17:54:10Z,@user-cm7xn5gr1v,"Era sudah berubah, perkembangan serba digital.. ngapain pake smartphone.. bikin wartel dan warnet tutup",0
2023-10-03T16:03:11Z,@masdanial7286,"Ya wajar amerika melarang ecomers / segala sesuatu dri tiongkok, la wong hubungan antara negara meraka gak baik",0
2023-10-03T15:55:51Z,@davidadrian8782,"Sempit bgt pikiran ttg persaingab usaha... bawa2 nasib pengangguran pula... emg nya tiktokshop ga ngasih lapangan pekerja ? Admin, packer , host live , IT , desain grafis , consultant marketing strategies , Officeboy , ojol , logistik jnt  , freelance konten kreator...<br><br>Masalah data yg buka2an data tuh malah platform lain , apalagi Fb",0
2023-10-03T15:48:35Z,@MaryamMaryam-ut1uc,Setuju sekali,0
2023-10-03T14:33:17Z,@user-mw1dr8ex1p,Tiktok shop ditutup kalau import merajalela yaa sama aja zonk bos,0
2023-10-03T14:31:46Z,@user-mw1dr8ex1p,"Serius nanya UMKM itu pendagang offline aja ya, terus yang jualan online itu nggak termasuk UMKM? Saya punya produk sendiri nggak import ko&#39; dan saya berjualan melalui online nggak bisa disebut UMKM yaa",0
2023-10-03T14:29:58Z,@bambangsudarto8705,"Dulu ojek pangkalan ribut krn belum siap , pada akhirnya mereka gabung juga di ojeg online karena sdh hukum alam sesuai perkembangan jaman. Tunggu aja semua pedagang pasar tanah abang pasti jualan online",0
2023-10-03T14:21:44Z,@irfanafandi463,Maslahnya apa yang di lakukan apa😂😂,0
2023-10-03T14:21:00Z,@NovaPasaribu-rh3nr,Apa kah hanya aplikasi tik tok saja yg di tutup karena kan bukan hanya Tik tok shop saja kan,0
2023-10-03T14:20:58Z,@irfanafandi463,Menurut ku ini kemunduran bakal banyak yang menderita,0
2023-10-03T14:04:08Z,@fauziahfuji5244,Judi online jg dong,0
2023-10-03T11:40:56Z,@anggaanggriawan1201,"Stttttt. Ternyata.. coba belan online deh om.. barang nya itu bukan 24ribu. Bukan juga 100 rupiah. Itu voucher di pakai berlakunya untuk satu produk.<br><br>Ya mungkin kurang dana yg masuk kantong.<br>Kasian kami jauh di pelosok ini   ga ada solusi untuk beli barang yang kami cari, jangan kan barang toko di pelosok&quot; ini toko aja hampir ga ada.<br>Padahal harga Shopee juga murah. Tapi ongkir nya lebih mahal. Mungkin karena ada masuk kantong dari ongkir yg lebih mahal di Shopee makanya Shopee dan aplikasi e-commerce lain nya ga di tutup..<br><br>Padahal titok shop bagi kami yang tinggal jauh di pedalaman ini sangat membantu dengan memberikan voucher ongkir dan harga ongkir yg lebih masuk akal dari e-commerce lain.. tapi susah lah ibu kota mau nya enak di mereka sedangkan dari kota yg jauh&quot; cuman mau mengambil pajak nya saja. Kami di pelosok&quot; ini belum ada yg sejahtera ya om. Tolong sulusi juga ya",0
2023-10-03T10:34:27Z,@iwanhasanudin5229,Sabener na aya tiktok shop oge tos ngabantos nga buka lowongan kerja  pengangguran berkurang,0
2023-10-03T02:18:36Z,@myanipungau9215,Setuju yg husaha kecilan bisa bangkit lg,0
2023-10-02T11:22:34Z,@MAXSTREET.,"sekalian donk sama judi online ,,,,,,hmmmmm",0
2023-10-02T10:47:52Z,@chichiwulandari3897,"Ya bentuk sekali, tapi kita juga yang bandel pengen nyoba beli barang import😂 maka cintailah produk indo, sesekali gk papa beli import kasihan umkm indo😢",0
2023-10-02T08:35:52Z,@iwansuganda8899,Setuju p presiden memperhambat umkm,0
2023-10-02T03:57:03Z,@Ramon798,Kalau perlu semuanya yang berbau jualan online ditutup.,0
2023-10-01T17:57:43Z,@rivaldi-1255,"Tolong jg free ongkir,klaim vocher smpe cod dihapus",0
2023-10-01T17:56:25Z,@rivaldi-1255,"Jgn terima investasi 149 T dri tiktok dll?  Biarkanlah uang UMKm perdagangan dlm negeri dinikmati utk sluruh warga indonesia sampai di daerah2..jgn dri luar negara lain ikut campur.. Atau ambil cuan jg dlm UMKM,perdagangan dlm negeri indonesia sendiri.. Harus kuasai",0
2023-10-01T17:52:40Z,@ditoselv9754,lah murah karna produksi sndiri..,0
2023-10-01T16:38:35Z,@gopanbarbar3227,mending blokir aja kelamaan negara lain aja dah banyak yang mikir dampak kedepan,0
2023-10-01T16:38:03Z,@JimmyParlin,"Saya suka belanja di tiktok dah shoope..harganya murah dan terjangkau bagi saya.. Brg lokal di tempat saya mahal, contohny anti gores hp di onlineshop cuma 5 rb rp sedangkan di toko daerah saya harga nya 75 rb, bagi saya yg tdk mampu ya beli nya online",0
2023-10-01T15:38:05Z,@Sibolga2022,DEMENJK PELARANGAN IKLAN SHOOPE SLALU MUNCUL DI LAYAR FAN TIDAK BISA DI HAPUS,0
2023-10-01T15:08:30Z,@ekapanca2853,Barang barang jadi mahal lagi kasihan konsumen. Semua serba mahal,0
2023-10-01T10:09:42Z,@boi_smiths,"SALAH TU.....GA perlu tutup Tiktok Shop. <br>1. Pendagang Mall Tanah Abang harus cari Altenatif.<br>2. Di Kuala lumpur, Malaysia lumayan banyak Mall namun bisa doang hidup bersaing ama Tiktok Shop kerna disana mereka maju bareng2. <br>3. Contoh: pendagang Mall Tanah Abang harus follow perkembngan masa kini iaitu BELAJAR bikin bisnes digital online dan offline di Mall juga wajib buat. <br>4. Makane ada dua kemasukan jualan, pertama di Mall dan kedua di digital shop kayak pendagang di Malaysia.",0
2023-10-01T15:18:53Z,@alichsanali,Yg jadi masalah bukanlah di situ... <br><br>Coba kalau km punya usaha pakaian&amp;sepatu di 2 tempat bangunan pasar &amp; mall ... <br>Km bayar sewa 2 tempat pasar &amp; mall<br>Bayar juga ijin usaha...<br>Km uda bayar tu sewa tempat di 2 tempat... <br>Terus toko mu di pasar &amp; mall sepi... <br>Lu mau jual ke online tiktok pun g akan laku... <br>Karena apa ada logaritma.a <br>Online shop tiktok hanya menguntungkan artis/influencer yg follow wer 50.k/lebih<br><br>Kalau km artis/influencer/affiliator ya mungkin laku usahamu beda kalau UKM / pengusaha biasa,1
2023-10-01T15:56:23Z,@boi_smiths,"@@alichsanali maaf, saya paham bukan disini masalahnya. saya cuma kongsi pendapat.<br>1. Sy juga pendagang sepatu di Mall Malaysia. Dulu tika tiktok shop belum ada, jualan saya laris bangat.<br>2. tapi bila tiktok muncul, bisnes saya sepi dikit dikernakan sekarang zaman era digital yang kuasai dunia.<br>3. Saya cari altenatif dan solusi bagaimana mau berjaya, saya mula BELAJAR bisnes secara online.<br>4. Dalam masa sama, jualan saya secara offline di Mall juga tetap berjalan seperti biasa.<br>5. Sekarang, saya berdagang secara offline di Mall dan secara Online di tiktok, shopee, lazada. Alhamdulillah bisa idup.<br>6. Selama ini saya sering membeli produk² Indonesia secara online dan jual di Malaysia, jika tutup online bagaimana saya mau beli produk Indonesia? Dari tahun lepas, lumayan banyak produk Indonesia yang laris saya jual di Malaysia.",0
2023-10-01T03:06:05Z,@saktykurniawan4105,"Yang jadi pertanyaan sayah pa fiki?sesuai yang d infokan pa fiki,barang yang d jual d tiktok adalah barang imfor.pertanyaan sayah adalah ko bisa barang imfor bisa masuk ke indonesia🤔?",0
2023-10-01T01:36:27Z,@deslitasitohang2749,"Untuk kebijakan ini saya rasa sangat baik. Tapi, ini juga jadi perenungan buat kita dari banyak bidang. INTINYA persaingan itu tetap akan nyata, mau dibatasi gimana pun kalau udah KALAH SAING dari sisi manapun suatu saat akan tetap disikut😢 Dari sisi konsumen yang selalu ingin untung, ya kadang masalah itu barang impor atau bukan itu belakangan. Bukan ga cinta produk dalam negri, kita hanya memenuhi kebutuhan dasar dengan harga terjangkau. Nah itu perlu ditinjau kembali buat aturan Penjual di Indonesia misalnya UMKM bisa dipermudah supaya pengurusan syarat jualan dll bisa dibantu pemerintah seperti memang akhir2 ini sudah diusahakan. Jadi harga produk dalam negeri juga bisa bersaing. Kita harus fokus meningkatkan apa yg ada di DALAM NEGERI, bukan malah menghindari Apa yang datang dari LUAR NEGRI, karna sebagian besar itu di luar kendali kita.. Selain Tiktok shop, apakah di pasaran luas tidak ada penjual yg impor ilegal? Tidak tau. Tapi, saran aja kalau mau menanamkan cinta tanah air itu ga muluk2 lah hanya di kata, perlu kualitas barang juga donk perlu ada pelatihan dan pengembangan.. Kalau mau bersaing sama Luar ayok kita tunjukin seberapa peduli kita pada kualitas Dalam Negri?😊 <a href=""https://www.youtube.com/watch?v=jVQXqngd2dA&amp;t=940"">15:40</a>",0
2023-09-30T15:59:03Z,@dhikhidroid405,Setuju tiktok shop secara perlahan .....merusak harga pasar.,0
2023-09-30T13:00:44Z,@sunjani1394,"Kami sebagai konsumen sangat senang belanja di tik tok, murah,hemat, praktis,dan aman.",0
2023-09-30T11:45:27Z,@jekywang9155,"Yahh Paling di Kntrol saja, kayak barang impor, Skincare, parfum,Baju dan Sepatu, itu rata&quot; kan impor, nah di batasi, kalau bicara Peoduk Lokal, Tanah Abng itu, 99% barang impor",0
2023-09-30T10:38:46Z,@user-kp1py3rx9x,Si ijo si orange dan si ungu gimana 😂😅😅,0
2023-09-30T09:56:18Z,@cicangmen3741,"Sangat setuju semenjak ada tiktok para pedagang  di kampung saya mulai banyak tutup karena kalah harga lama kelamaan perputaran uang di kampung saya tidak ada pendapatan warga disini pada menurun kalau lama lama saya yakin ekonomi di kampung bakalan hancur , saya setuju ada online  bisa membeli barang yang tidak ada di offline tapi setidaknya harga disamaratakn jangan beda jauh kasihan para pedagang offline harga modal saja mereka tidak naik apalagi mencari keuntungan .",0
2023-09-30T09:08:57Z,@alghozali6825,"Tertibkan , hentikan dulu korup besar besaran, bertubi tubi di atas sana. Triliun bos.  Baru tertibkan yg kecil di bawah. Knapa kebakaran jenggot, bila rakyat kecil bisa beli karna murah,",0
2023-09-30T05:11:17Z,@agnesmeliana442,Melarang Online= Kembali ke jamar purba 😂😂,0
2023-09-30T04:57:48Z,@agnesmeliana442,"kita dijkt jalanan macet, parkir mahal, tol mahal polusi udara, sangat tdk efisien belanja di Offline .. kalau krn brg import murah larang aja .. knp semua harus dirugikan.. konsumen darrah/ miskin yg sangat terbantu OnLine, Content creator, Afliator dan UmKm yg berjualan .. semua dirugikan krn Laporan pedaagang TA yg sdh kaya puluhan tahun , satu orang punya bsnyak toko/ LAPAK",0
2023-09-29T16:04:42Z,@Military_world363,Indonesia belum siap jadi negara maju itu yg jls,0
2023-09-29T16:03:59Z,@Military_world363,Makanya para pedagang UMKM ngambil untung jngn banyak bnyk,0
