publishedAt,authorDisplayName,textDisplay,likeCount
2023-10-05T13:32:43Z,@sitiridwan7310,❤terimakasih tiktok ditutup❤.. Aku masih cinta indonesiaku❤,1
2023-10-05T11:25:51Z,@user-ln1pp8hn7d,"KAMI ANAK MUDA DIGITALISASI SANGGUP BERKOMPETISI DENGAN KEMAJUAN JAMAN, KAMI BUKAN ANAK CENGENG APAPUN KONDISINYA KAMI AKAN SELALU FIGHT MESKI BANYAK YG GAK SUKA DENGAN CARA KAMI BEKERJA, SAMA KAYA DULU OJOL DI KOMPLAIN SAMA OPANG SEE U DI APLIKASI LAIN NYA SEE U PARA UMKM OFFLINE SAMPAI KETEMU DI TITIK TAKDIR YG BAIK MENURUT TUHAN",0
2023-10-05T08:29:11Z,@user-pf8jb8po9h,kenapa harus di tutup tiktok shop warga seneng dengan tiktok shop ada,0
2023-10-05T07:57:59Z,@POKEMONGO-ic9cs,gue mah tutup apa gak gak ada ruginya buat saya.. ongkir mahal,0
2023-10-05T07:11:51Z,@Vijay-xv4kx,Kan masih ada shopee wkwkwk 😁,1
2023-10-12T01:27:18Z,@hidayatarmanpermana5437,"Shopee, Tokopedia, lazada, Bukalapak dan Blibli",0
2023-10-05T06:28:33Z,@bapauda6840,"Blokir aja tiktoknya  sekalian,tontonan merusak moral anak2",6
2023-10-17T06:20:31Z,@cargiewinata1963,Tiktok joget joget dolo,0
2023-10-05T06:16:14Z,@bapauda6840,"Tutup tiktok, tidak perlu lagi ada tiktok shop, dan online shop lainnya harus diperhatikan harganya, online harus bayar pajak  yg tinggi, harus ada ongkir, dan produsen tidak boleh jualan di online, diecer, harga grosir, gratis ongkir pula",4
2023-10-05T06:52:18Z,@nozerumahgaya,"saya sebagai pelaku UMKM sangat setuju,untuk menjaga harga agar tetep stabil alangkah bagus nya klo online shope di kenai pajak tp sewajar nya saja untuk pajak nya,jadi tidak saling memberatkan sebagai penjual online dan penjual offline",0
2023-10-07T05:36:53Z,@desinovitasari2854,Ini zaman modern apa harus Papua dtg k Jakarta belanja k knp online d tutup smua kk,0
2023-10-05T06:10:36Z,@bapauda6840,"Kasihan pedagang yg udah sewa toko sepi, gara2 tiktok, harga murah bikin hancur umkm, barang cina banjir, konveksi banyak yg gulung tikar, ingat pertukaran uang tidak merata,parahnya lagi produsen ikut jualan di online",6
2023-10-17T06:20:02Z,@cargiewinata1963,Mereka beli di Alibaba kali bukan dari orang Indonesia langsung dari website orang luar Alibaba,0
2023-10-05T06:04:48Z,@yayatsupriatna9612,"Dampak nya bukan hanya seller jg tapi kurir yg sudah bekerjasama dengan tiktok jg terdampak, tanah abang cuma ribuan orang tiktok jutaaan orang yg terdampak...",0
2023-10-08T16:54:37Z,@adonkiting889,"Inilah ciri2 manusia tidak tau apa2 ekonomi indonesia,hanya mikir kan ekonomi perut nya sendiri. Fikir!!",0
2023-10-05T05:56:14Z,@namina5005,"Ini fair menurutku, karena kalo ada di ecommerce yg resmi jelas mereka yg buka ecommerce tersebut adalah org yg benar2 akan membeli sesuatu. Kalau di tiktok kan engga, awalnya cuma sekedar nonton2 aja krn pas geser2 ada yg jualan jd belanja deh.",0
2023-10-05T05:53:33Z,@yuliazidane7792,Jujur bwt emak2 kya q kcwa bgt tiktok shop di tutup.. Krna gak perlu rempong panas2n bwa anak2 ke pasar bwt blja... Dan tentunya blnja di offline jauh gde ongkosnya...  Tp gpp msh ada shopee dan lazada .. Intinya mls bgt blnja kudu nyamperin toko..,0
2023-10-05T05:51:08Z,@oktara8532,"Ngelive kaum milenial, masa ga bisa bedain mana yang legal mana yang illegal. Pindah aja ke platform yg udh resmi. Kya mau kiamat aja",0
2023-10-05T05:45:25Z,@user-fe2nn8zc2h,"Tiktok shop pedagangnya  hanya anak muda..Sedangkan di pasar jarang anak muda nya,anak muda nya kerja nya pengen enak cuma duduk dan ngomong..Sedangkan ibu ibu bapak bapak di pasar,harus bersabar nunggu pembeli..Bagus tiktok shop di hapus kasihan ibu ibu dan bapak bapak di pasar..",2
2023-10-05T05:41:50Z,@benibeni7457,"Mantap.  Setuju. Bangetttttt    di tutup. ,  biar. Indonesia. Egk. Di jajah terus",0
2023-10-05T05:39:06Z,@hellenleong7837,Pemerintah ngga berani bikin aturan buat koruptor 🤣🤣🤣😇😇😇,3
2023-10-05T05:53:35Z,@dvinostory2154,Tinggalnya satu kolam masalahnya ka,0
2023-10-05T05:38:02Z,@rajekkynsasmita4440,Artis tajir melintir...ikut ikutan sih...jd y titok shop dapat inbas y ...🥴🥴🤣,1
2023-10-05T05:27:39Z,@ramdanipermana3763,Gw bodo amat  karna gw dari dlu ga maen tiktok 😂,0
2023-10-05T05:14:34Z,@rinalrinaldi-nv4vb,Aku sebagai petani aku setuju jual  online di tutup jualan nya gk sehat dia jual barang terlalu murah harga gk masuk akal.monopoli,1
2023-10-05T05:07:31Z,@saripable,LEBAY AH,0
2023-10-05T05:05:38Z,@sitiasiah1305,Bye bye yuuk pindah lapak,0
2023-10-05T06:08:23Z,@oktara8532,Nah itu masih banyak lapak. Si oren juga ada live nya,2
2023-10-05T05:01:55Z,@aidilani8537,Km suruh orang bayangin.cobak km bayangin yg di pasar yg jadi korban.,1
2023-10-05T04:57:41Z,@Sahroni-iq4dt,Saya heran knp bingung!!!?wadah buat jualan buanyak sopee lazada dll,1
2023-10-05T04:55:47Z,@Sahroni-iq4dt,Saya gak pernah beli lewat tik tok,3
2023-10-08T16:56:15Z,@adonkiting889,Sama,0
2023-10-05T04:55:13Z,@hendriyahya7995,Kenapa harus jualan di tiktod? Kan ada marketplace lainnya? Kalo produk lu udah terkenal dan harga bisa bersaing kenapa takut ya gak? Konsumen pasti nyari kemanapun elu pindah.,1
2023-10-05T04:49:31Z,@cellglassr1484,"Cari yg lain ecomersnya,",0
2023-10-05T04:39:57Z,@unknow3395,"Tiktok shop hanya menggiur barang2 viral plus gratis ongkir spt sambel ,coklat chrunci , baso aci😂",0
2023-10-05T04:38:31Z,@anggatshu10,Bagus lah kalau di tutup.. Wkwkwkwk.. 🤣,1
2023-10-05T04:27:32Z,@bulle3382,Ya kamu jualan  lah di pasar tanah ababg...ngapain sampe perusahaan sampe buruh kejauhan gaes ngomongnya,0
2023-10-05T04:26:42Z,@bulle3382,Hanya gara2 1 pasar tiktok yang ngayomin warga banyak bisa di tutup,0
2023-10-05T04:22:46Z,@palmacampursari1124,Syukurin,0
2023-10-05T04:18:45Z,@dayrinexploring5429,Bagus deh tiktok shop di tutup meresahkan aja,3
2023-10-05T04:09:57Z,@bocil838,setelah gw tau tiktok shop di larang gw semakin males beli produk UMKM,0
2023-10-05T04:21:05Z,@nasannurjaman6004,"<a href=""https://www.youtube.com/watch?v=Nia6mUl8xdg&amp;t=2m16s"">2:16</a>",0
2023-10-05T09:18:04Z,@pashaphonsel1209,Sy malah semakin cinta UMKM,0
2023-10-05T10:55:09Z,@bocil838,@@pashaphonsel1209 ngapain beli lokal bagus kaga mahal iya gw sebagai pembeli yg cerdas malah ngerasa rugi beli barang umkm,0
2023-10-05T04:03:43Z,@RagilGiela-uk9fp,Hore merdeka...mampuzzzzz,0
2023-10-05T03:35:20Z,@zlacvy,enakan belanja di tik tok shop...,1
2023-10-05T03:21:58Z,@ahmadardiyansah167,Alhamdulillah di tutup,1
2023-10-05T02:19:01Z,@irwankurniawan886,Banyak yg kaya mendadak di tik tok shop. Giliran di tutup merasa seolah-olah jatuh miskin..,18
2023-10-05T20:44:37Z,@anggasadewa1305,Pusing pada bayar cicilan karena kaya mendadak gara gara tok tok waww,2
2023-10-08T07:17:47Z,@worstnetizenbasedonmicroso653,"Di twitter berseliweran info, katanya orang-orang yg hadir di streamingnya live tiktok mostly adalah fake buyer yg dibayar sama si streamer tsb. Jd mrk cuma ngeramein acara aja buat bikin org penasaran. Jd nominal pendapatan milyaran itu cuma ilusi, bukan beneran income. Parah sih kalo itu beneran. Bikin persaingan bisnis gak sehat.",0
2023-10-17T06:18:24Z,@cargiewinata1963,Titok shop kalahnya sama jemput bola,0
2023-10-05T01:56:05Z,@J_Oppenheimer,Ditutup demi pedagang tanah abang agar bisa kaya raya kembali...😢,2
2023-10-05T04:32:28Z,@faisalnahdi3804,"bukan .. ini pemerintah ngambil jalan tengah. Dan bukan ditutup, tp ada regulasinya kedepan. kl dibiarkan khawatir akan adanya monopoli perdagangan dr China (Project S). Yg terkena imbas bakal menyeluruh ke semua lapisan rakyat indonesia. Skrng ini br di permukaan (imbas hny ke UMKM)",5
2023-10-05T04:37:22Z,@BillyManson-oe2sb,Maen2 ke pasar tradisional lain .. kasihan deh ngeliat pedagang2...,2
2023-10-05T07:23:55Z,@bocil838,@@BillyManson-oe2sb iya kasihan hidup nya g ngikutin jaman dan malah memakain cara jaman purba sebaik nya orang yg kaya gitu d air keras dan di musium kan,0
2023-10-05T07:42:15Z,@BillyManson-oe2sb,@@bocil838 <br>Kemajuan jaman diikuti dengan keseimbangan...kalau hanya maju tanpa adanya keseimbangan juga kurang tepat...,0
2023-10-05T08:23:19Z,@bocil838,@@BillyManson-oe2sb jaman diikuti dng  belajar tergantung sdm nya mau belajar atau tidak,0
2023-10-04T23:16:41Z,@bearbrand7465,"Kembali ke pasar tradisional adl yg terbaek. Utk menjaga stabilitas perekonomian nasional. Yok kembali ke pasar, klo dgn tiktok live hny akan menguntungkan sebagian kecil pihak saja. Tetapi dgn pasar tradisional akan menguntungkan lbi banyak pihak. Terima kasih pak mendag",5
2023-10-05T00:16:03Z,@phuncek,"Jumlah pedagang online skrg lebih byk dari pedagang pasar ya. Itu tanah abang uda pada kaya semua, uda jualan brapa lama mereka? Puluhan tahun loh. Ini yg jualan di tiktok aja belum lewat 2 tahun.<br><br>Zaman skrg uda canggih n serba digital, yg harus dipikirkan itu masa depan<br><br>Lagian pedagang pasar itu jualnya mahal bgt. Harusnya pedagang pasar itu yg melek digital",0
2023-10-05T00:21:51Z,@bearbrand7465,"​​​​@@phuncekini kan pendapat pribadi gw, pst ada yg setuju ada yg gak. Tp klo dilihat dr KEPUTUSAN PEMERINTAH dan KEBANYAKAN KOMENTAR NETIZEN, sori bro kyknya pendapat gw benar. Pemerintah psti akan mengambil kebijakan yg LEBIH MENGUNTUNGKAN BANYAK pihak. Selain itu mnrtku sebagian besar pedagang indo blm melek teknologi, jd ya utk skrg mmg hrs DIATUR lagi. Ketika sebagian besar sdh melek teknologi baru aturannya dirubah lg, semua ada prosesnya bro. Mgkn gw bkn pakar ekonomi, tp itu pndpt gw. 1 lg, Komentar bole, tp gk ush sok n merendahkan org lain bro. Pakai bilang gw egois n terbelakang🙁",2
2023-10-05T00:33:16Z,@phuncek,"@@bearbrand7465 anda kan tahu saat ini byk yg berduka karena tiktok shop ditutup, menurut anda pendapat anda benar itu atas dasar apa? Pembenaran sendiri?<br><br>Ok saya minta maaf atas komen saya tadi. Semestinya saya harus hargai pendapat anda<br><br>Saya ralat jadi : apakah anda pedagang online yg berhasil berkat adanya tiktok? anda org yg uda kena phk n kemudian bangkit karena tiktok?, anda org yg bisnisnya hancur karena pandemi trus bangkit karena tiktok? boleh ga saya ngeluarin statement gtu? Tentu pasti kurang tepat karena saya ga di posisi anda.<br><br>Zaman uda canggih n digital skrg, anak muda penerus bangsa mana yg ga pakai smartphone? Pasti kebanyakan pengennya mudah skrg.<br><br>Trua katanya tinggal pindah jualan ke marketplace lain. Segampang itukah???<br>Saya jualan di toped, kalau ga ngeluarin biaya iklan ga bakal ada orderan, shopee juga sama. Kadang uda ngeluarin biaya iklan adanya malah rugi.<br><br>Dan dgn umur saya skrg uda susah cari kerja, harapan saya sebagai pedagang kecil yg ga sanggup sewa ruko/lapak dipasar, bermodal kecil harus gimana?",0
2023-10-05T00:41:16Z,@phuncek,"@@bearbrand7465 kalau pemerintah mau blokir, jgn ngasi waktu seminggu. Nasib kami gimana? Pemerintah ada kasi solusi ga?<br><br>Harusnya yg diregulasi itu barang import ga resmi yg dijual di tiktokshop n peraturan produsen yg ga boleh jualan langsung di marketplace.<br><br>Klo soal promo n bakar duit, toped n shopee dulu juga pernah. Klo soal perizinan tinggal di urus, kalau soal ecommer n sosmed ga bisa dijadiin satu malah menurut saya ini inovasi, tinggal buat aturan kalau konten yg harus didahulukan itu produk dalam negeri n bantu majukan produk lokal. Bukan langsung blokir gini. Banyak pedagang uda siapin promo, dana n sewa influencer utk program2 jualannya n bahkan byk yg import secara resmi utk dijual.<br><br>Saya ini bukan importir ya, cumab pedagang kecil pengecer di online, saya ambil barang sama agen di kota saya, sama distributor di glodok, mangga dua n itc mangga dua, sama distributor di tanggerang, sama produsen sepatu dalam negeri juga. Belinya ecer2 dikit2. Makanya saya kesal, saya ga jual barang import ga resmi langsung dari tiongkok",0
2023-10-05T01:30:00Z,@ariekayaorang926,"Pasar tradisional tidak mau intropeksi diri dan kyk preman playing victim. Parkir liar, ditawar penuh drama, maksa beli, copet dimana2,kumuh, apanya yg mau dibenahi kalau pola pikirnya tetap aja pra sejarah !",0
2023-10-04T23:14:10Z,@pocongkpop732,Wajar aja di hapus..Kebanyakan Artis udah tajir melintir masih ikutan jualan live banting harga lagi...,9
2023-10-17T06:22:50Z,@cargiewinata1963,"Mungkin dia live tujuan nya bukan semata mata uang tapi pamor dia kalo Mangkin naik nanti bakalan di undang k acara acara tv atau di sinetron, bukan uang tapi pamor emang kamu gak paham gerak gerik mereka??",0
2023-10-04T23:06:58Z,@nurkhasanah5265,"Bagus deh di tutup,emang pemerintah harus ambil tindakan,bnyk olshop yg lain,kalau mau kembangkan usaha kalian kan sdh ada wadahnya ,jngn yg di pikirin keuntungan saja,tpi pikirin juga UMKM yg lain kaya pasar &quot; tradisional dan yg lain,emang tik tok mersahkan dari awal muncul",7
2023-10-05T00:18:17Z,@phuncek,Pasti anda bukan pedagang online makanya komennya gini,0
2023-10-05T00:43:11Z,@nurkhasanah5265,"Saya jualan online tapi gak mau nyerobot kaya gitu,Krn saya yakin dengan rejeki saya",1
2023-10-05T00:48:46Z,@phuncek,@@nurkhasanah5265 masi ga yakin anda pedagang online maaf,0
2023-10-04T22:48:26Z,@syarifhidayat527,blokir aja si tiktok nya sekalian,4
2023-10-05T00:23:33Z,@phuncek,Ga jelas anda,0
2023-10-05T00:50:02Z,@ofickgamesz269,gak Jelas Lu komen Atas,0
2023-10-04T22:16:33Z,@user-np6mm3jj6l,UUURRRRAAAAAAAAAA.,0
2023-10-04T22:15:14Z,@user-np6mm3jj6l,"Kalau usaha itu harus punya toko atau ruko,.jangan mau enak saja dagang di online, modal dong jangan mau enak saja.",5
2023-10-05T00:19:44Z,@phuncek,Jadi kalau modal kecil ga boleh buka usaha? Zaman skrg uda dipermudah kog anda malah sewot? Padahal ud dipermudah dgn adanya kesempatan online,1
2023-10-05T02:03:33Z,@J_Oppenheimer,"Saya seller di onlineshop jg punya toko boss plus gudang offline, emangnya kl penjual online ga punya modal gitu? Itu barang dagangan bisa terbang secara ghoib kerumah konsumen gitu? Emng dikira jualan dionline ga dipotong fee, iklan, biaya layanan dll gitu? Makanya belajar boss jualan jgn cuma duduk manis menunggu pembeli, kan ada fasilitas marketplace dimanfaatkanlah jangan banyak alasan babibu",1
2023-10-05T09:42:29Z,@user-np6mm3jj6l,Tutup juga toko online yg sering menjatuhkan harga pasar segera.,0
2023-10-07T05:39:08Z,@desinovitasari2854,Makanya jualan ya k biar tau kami pake paket jg kami punya bayi yg mau d urus.  Suami kami gaji kecil liat dari 2 kacamata ya kk,0
2023-10-04T20:33:55Z,@beesclub9317,Rezeki udah ada yg ngatur,1
2023-10-04T20:09:57Z,@telolet6782,Sebelum ditutup sepatutnya di bincangkan dgn. teliti dulu,0
2023-10-04T17:14:06Z,@FathulLuay,Alhamdulillah tik tok shop di tutup,4
2023-10-05T00:20:44Z,@phuncek,Pedagand tanaha abang ya?,0
2023-10-04T16:37:28Z,@rodhifa,"Untung saya sudah banyak menikmati voucher di tiktok shop.... kalau ditutup ya sudahlah, tiktok pemain baru, pantas harganya murah²,,, sama seperti shopee pertama belanja di shopee di tahun 2017, semuanya murah, banyak diskonnya, bahkan saya pernah meletus balon check-in dapat 100rb koin.,,, sekarang hanya dapat 10 koin... jauh banget.",1
2023-10-04T15:47:32Z,@febbynurzamilah556,Setuju agreeeeeeee,0
2023-10-04T13:36:47Z,@desinatalia5431,enak blnja di tiktok krn bnyak diskon ny...klw ud di tab2 bnyak dpt diskon ny...suk blnja di tiktok shop gk pernh kecewa,2
2023-10-04T12:30:55Z,@irwandepriyanto2778,Apakah tiktikshop tak bayar pajak kah..,1
2023-10-04T15:49:39Z,@habibirezi8760,Bener Ini harus nya ada pajak setiap penjualan nya ..,1
2023-10-07T04:45:57Z,@BlackDiamond-sw8lo,bayar dong. sejak keluar dari pabrik jg udah bayar.,0
2023-10-04T12:28:10Z,@Evisoebank7980,Alhamdulilah akhirnya 🎉,3
2023-10-04T12:15:42Z,@AchmadmuftiN,Gegara tiktok shop di banyak yang nganggur + pasti ada tim di PHK,1
2023-10-04T15:31:40Z,@rapneverdie21,"lebay ah. lebih kasian pedagang2 konvensional yg sudah bayar ruko tpi pada sepi gara2 tiktok.<br>Lagian tiktok gk mungkin diam, mreka pasti nyari solusi ntah itu buat app baru atau ngurus perjinan yg baru macem shopee",1
2023-10-04T12:14:58Z,@user-lr5qj9sr7m,jadi kak klu udah pesanan dalam perjalanan apakah tetap sampai karena tiktok shop di hpus,2
2023-10-04T12:28:18Z,@agungasmoro-ud4my,La itu yang jadi pertanyaan,0
2023-10-04T12:13:52Z,@nafisahkhayla1258,Rejeki bukan dri tiktok,3
2023-10-04T11:56:02Z,@oreocrisppul1386,Tutup,0
2023-10-04T11:52:17Z,@HanyaManusiaBiasa-kl4fo,Tiktok shop ditutup. <br>Bagus sekali. <br>Tapi pasar konvensional gimana kabar sekarang? Sudah membludak kah?,4
2023-10-04T22:39:29Z,@schonheithartmann5689,Alhamdulillah sudah mulai.,1
2023-10-05T00:23:58Z,@phuncek,​@@schonheithartmann5689buktinya?,0
2023-10-05T02:05:55Z,@J_Oppenheimer,"Alhamdulilaah.. hari ini pasar tanah abang ramai sekali,, antriannya panjaaaaaaang mebludak sampai keluar pasar..",2
2023-10-05T04:52:22Z,@nurita9959,"Sudah rame kembali pasar tradisional, mantap penerintah",2
2023-10-04T11:47:13Z,@IntEntertainments,Kok bisa ya,0
2023-10-04T11:31:31Z,@indo631,Gw termasuk team yg setuju tiktok shop d tutup..!!<br>Kasian pedagang aslinya..,8
2023-10-04T11:54:30Z,@naturaworld8322,Dikira yang jualan ditiktok makhluk ghaib,2
2023-10-04T19:28:34Z,@mikiterbang1225,​@@naturaworld8322emg goib harga gk ngotak😂😂,0
2023-10-05T00:56:40Z,@phuncek,Pedagang aslinya mksdnya yg gmana bang?,0
2023-10-04T11:14:03Z,@rapiudinaye1768,Pasar makin sepi ...,0
2023-10-04T11:07:16Z,@dayatsyarif4144,Tiktok ngerusak harga,8
2023-10-04T10:36:29Z,@nayadibachannel,Jadi syedihh,2
2023-10-04T10:28:07Z,@rahasiakanaku4065,"ketika sudah menjadi habit lalu pemerintah maunya tiktok di regulasi, baru juga mulai lagi kerja gegara covid kemarin, eh mau nganggur lagi aja..negara Indonesia kebanyakan bercanda 🥺😒",1
2023-10-04T11:22:48Z,@rra2931,"Pasti lu warga tiktok😂😂😂 , ini udah termasuk masalah ekonomi kritis , kalau barang yang dijual barang lokal gamasalah ini barang impor yang harganya murah kalau gak ditutup produk indonesia bakal gak ada , terus kalau udah gak ada produk lokal harga di tiktok bakal dinaikkan drastis karena gak ada kompetitor",3
2023-10-05T00:56:05Z,@phuncek,@@rra2931 yg diubah itu harusnya aturan jual barang import ga resminya n buat program majuin produk lokal. Bukan ditutup aplikasinya,0
2023-10-04T10:25:52Z,@ramlanwijaya2909,Ya yg udh beli ruko sewa toko lbh sedih .,10
2023-10-05T00:20:27Z,@phuncek,Klo uda bisa beli/sewa ruko pasti sudah mikir resikonya,0
2023-10-05T10:43:33Z,@putraborneo591,"Padahal tiktokshop itu sangat memantu para UMKM,,org org pasar aja masih primitiv,tidak mengkikuti perkembangan zaman,,aneh jga menteri indo ini,,,",0
2023-10-04T22:48:34Z,@user-np6mm3jj6l,UUUUUUURRRRRRAAAAAAAA,0
2023-10-04T11:10:30Z,@RedmiTapin-uj9ow,"Ga ada LG yg murah ,,,d pasar jualan mahal terlalu tinggi mencari untung...beli murah jualan mahal klo d pasar pasar",0
2023-10-04T05:05:07Z,@user-nt3fw7yz2o,"Bodoh,  gak sekalian penggunaan henpon di larang sekalian. jangan sok berpengusa",0
2023-10-03T14:19:58Z,@user-mw1dr8ex1p,"Serius nanya UMKM itu pendagang offline aja ya, terus yang jualan online itu nggak termasuk UMKM?",0
2023-10-03T05:10:58Z,@maurazahra-rv3mf,"Saya S1 tingal di pelosok, mencari kerja di negara ini sangat susah banyak persaingan dan orang dalam, pernah kepikiran juga buat merantau ke luar negeri, tapi masih saja di persuli dalam hal administrasi, seperti KTP, KK, Paspor dan sebagainya, kalok ada uang baru semuanya lancar. Saya berusaha bisnis baju secara Offline tapi angk ada yang beli soal-nya saya hidup di pelosok jadi daya beli masyarakat nya rendah, Tapi setelah adanya Tiktok shop dan sejenianya,. Saya mulai mencoba berjualan online dan hasilnya lumayan karna jangkauan promosin barang saya lebih luas dan alhamdulillah setiap hati ada aja yang beli. Dan mendengar kebijakan dari pemerintah akan menutup Tiktok shop saya merasa sangat kecewa dan binggung mau jualan dimana sedangkan pelanggan saya mengenal saya dari tik-tok semua. <br>Dan yang buat saya lebih marah lagi, itu menteri ngeluarin kebijakan cuma karena tanah abang sepi anjingggg, tapi dia tidak melihat kami yang ada di pelosok negri selalu UMKM yang sudah berhasil memasarkan produknya secara online. Saya juga bingung kalian Pelaku UMKM yang adai di Ibu kota teruntuk UMKM yang ada di tanah abang seharusnya lebih pintar untuk memanfaatkan Media sosial dari pada kami yang dari pelosok. Kalok begini jadinya yang kurang pendidikan kami orang kampung yang penuh keterbatasan atau kalian orang kota yang penuh dengan pasilitas...? Mikirrrrrrrrrrr ... <br>Dan untuk pak mentrinya saya curiga dia gotot memperjuangkan Pelaku UMKM tanah abang untuk menarik suara buat partainya aja... MUNGKINNNNN..... 😁",0
2023-09-29T11:02:59Z,@lancup4069,Alhamdulilah,0
2023-09-29T06:37:01Z,@user-wv3nt3zt6v,Keranjang kuning kok masih ada ya,0
2023-09-27T19:47:31Z,@Desong581,Saya setuju tiktok shop ditutup.. karna banyak artis yg ikut²an jualan... kasihan pedagang² kecil kalah saing,0
2023-09-27T12:08:26Z,@sungaikaras5338,"sebagai pembeli didengar juga gk keluhannya pak?<br>yg offline suka pasang harga seenak jidatnya, yg online+ongkir malah lebih murah.",0
2023-09-27T06:35:44Z,@MATTADUNIA,Efek samping orderannya banyak lalu di posting&quot;😅,0
2023-09-27T06:33:22Z,@MATTADUNIA,"Coba pinjol tu dihapus,",0
2023-09-27T05:32:40Z,@shintarahmawati5091,"Kalau akusii bukan gamau belii di toko tapi emang di online shop itu lebih murah dan hrga nya jauh beda dengan beli toko padahal kadang sama aja barang nya , memang mereka juga ingin mendapatkan untung tapii jauh bgt untung nya smpe 50/100 kalo di online shop walupun pake ongkir ttp murah beda harga nya kalo di toko . Blm lagi nnanti si penjual bilang seginu karyawan ngarah untung lagi di tambahin lagii harga nya.  Menjeriit bgt jadi nya",0
2023-09-27T23:32:15Z,@user-xl7nn7mk1r,Iya tapi UMKM dalam negeri hancur.,1
2023-09-26T23:05:03Z,@heria99,Wah gue dah pasive income d tiktok kok mala d tutup memanglah baru beberapa hr ini turun drastis pendapatan affiliasi gue dr 7 ratusan sekarang 3 4 ratusan rebu / hari moga2  batal dah,0
2023-09-26T16:22:16Z,@engkoskosasih3870,Jabatan hadiah tanpa pengetahuan ya jd keblinger,0
2023-09-26T16:21:02Z,@engkoskosasih3870,Kumpulan bajingan&quot;  asbun urusin harga&quot; tuh,0
2023-09-26T16:09:09Z,@efendysinaga,Gak mampu bersaing akhirnya melarang,0
2023-09-26T14:53:45Z,@adyleo994,Saya setuju tiktok shop di larang di tutup,0
2023-09-26T11:37:25Z,@jackkelvinchannel44,Gampang pindah aja ke fb reel,0
